"License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
1277087,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LOBSTER PLACE INC, THE","THE CULL & PISTOL","75 9TH AVE","AKA 436 W 16TH ST","NEW YORK","NY",10011,810772,"04/22/2014","04/22/2014","03/31/2016",40.66814,-73.97429,"(40.66814, -73.97429)"
1136221,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","FOOD CRAFT INC","","12500 NORTHERN BLVD","WORLD'S FAIR MARINA","FLUSHING","NY",11368,848427,"03/21/2003","03/31/2015","02/28/2017",40.76061501,-73.84563432,"(40.76061501, -73.84563432)"
1233245,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DION CORP","RAFINA","630 1ST AVENUE","","NEW YORK","NY",10016,835099,"05/20/2010","05/01/2014","04/30/2016",40.74505073,-73.97249341,"(40.74505073, -73.97249341)"
1040267,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","LISTO EL POLLO INC","","86 02 37TH AVENUE","","JACKSON HEIGHTS","NY",11372,850550,"","07/01/2015","06/30/2017",40.75008395,-73.88053656,"(40.75008395, -73.88053656)"
1040276,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","RIAZOR BLUES LOUNGE INC","","89 05 NORTHERN BLVD","","JACKSON HEIGHTS","NY",11372,849526,"06/06/2013","06/01/2015","05/31/2017",40.75635699,-73.87882115,"(40.75635699, -73.87882115)"
1039585,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","MANETTAS FINE FOOD CORP","","1074 JACKSON AVENUE","","LONG ISLAND CITY","NY",11101,851314,"","08/07/2015","07/31/2017",40.74269659,-73.95221245,"(40.74269659, -73.95221245)"
1272279,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BARTHENON INC","THE LETLOVE INN","2720 23RD AVE","","ASTORIA","NY",11105,830784,"11/19/2014","11/19/2014","10/31/2016",40.77592688,-73.91509072,"(40.77592688, -73.91509072)"
1040291,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","83 02 GALICIA BAR REST INC","","83 02 NORTHERN BLVD","","JACKSON HEIGHTS","NY",11372,847481,"","09/01/2015","08/31/2017",40.75555216,-73.88437408,"(40.75555216, -73.88437408)"
1233410,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","SILHOUETTE RESTAURANT LOUNGE CORP","","5668 BROADWAY","233RD & 234TH STREET","BRONX","NY",10471,850106,"07/01/2011","07/01/2015","06/30/2017",40.88101965,-73.90312313,"(40.88101965, -73.90312313)"
1136301,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","LA PICADA AZUAYA INC","","84 19 37TH AVE","JACKSON HGTS","JACKSON HEIGHTS","NY",11372,844383,"03/07/2003","03/01/2015","02/28/2017",40.75001426,-73.88226682,"(40.75001426, -73.88226682)"
1040293,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ALFONSO'S TAPAS BAR CORPORATION","ALFONSO'S","75 15 BROADWAY","","FLUSHING","NY",11373,835430,"","06/01/2014","05/31/2016",40.74616926,-73.89010117,"(40.74616926, -73.89010117)"
1040295,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BRENMAC TAVERN INC","GRAND STAND","8535 GRAND AVE","","ELMHURST","NY",11373,802690,"","03/01/2014","02/29/2016",40.73553149,-73.88114796,"(40.73553149, -73.88114796)"
1288203,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","EL NUEVO BOHIO RESTAURANT CORP","","748 LIBERTY AVE","","BROOKLYN","NY",11208,832255,"09/17/2015","09/17/2015","08/31/2017",40.67647,-73.88214,"(40.67647, -73.88214)"
1136344,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CLARKE'S GROUP LLC, THE","P J CLARKE'S","915 3RD AVE","","NEW YORK","NY",10022,842250,"02/11/2003","02/01/2015","01/31/2017",40.75893751,-73.96840307,"(40.75893751, -73.96840307)"
1233591,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHADO SUSHI CORP","CHADO","4 E 36TH STREET","5TH AND MADISON AVENUES","NEW YORK","NY",10016,836576,"08/02/2010","08/01/2014","07/31/2016",40.74956662,-73.98340518,"(40.74956662, -73.98340518)"
1288222,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","GUACUCO HOT DOGS LLC","","234 STARR ST","SPACE #2","BROOKLYN","NY",11237,832471,"11/06/2015","11/06/2015","10/31/2017",40.7055,-73.92231,"(40.7055, -73.92231)"
1136392,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOUNCE CAFE INC","THE HILL","416 3RD AVE","29TH & 30TH STREETS","NEW YORK","NY",10016,843201,"04/21/2003","02/01/2015","01/31/2017",40.74262564,-73.98045386,"(40.74262564, -73.98045386)"
1040319,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","A M S RESTAURANT INC","","97 01 -  97 03 64TH AVENUE","","REGO PARK","NY",11374,804318,"05/25/2004","05/01/2014","04/30/2016",40.73004034,-73.85952454,"(40.73004034, -73.85952454)"
1136412,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BG BAR INC","MEHANATA BULGARIAN BAR","113 LUDLOW ST","LUDLOW & ORCHARD STREETS","NEW YORK","NY",10002,843709,"03/21/2003","12/31/2014","02/28/2017",40.71940702,-73.98875426,"(40.71940702, -73.98875426)"
1253814,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IDG SEAPORT CORP","ACQUA RESTAURANT","21 23 PECK SLIP, GR FL STORE 1","","NEW YORK","NY",10038,846862,"07/06/2011","07/01/2015","06/30/2017",40.70816344,-74.00169207,"(40.70816344, -74.00169207)"
1253903,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FANTASTIC RESTAURANT & LOUNGE CORP","","238A SHERMAN AVE","","NEW YORK","NY",10034,851086,"08/16/2011","08/01/2015","07/31/2017",40.86596483,-73.91970893,"(40.86596483, -73.91970893)"
1288275,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WM HOSPITALITY LLC","THE ROYAL MUNKEY","438 2ND AVE","","NEW YORK","NY",10010,832477,"11/06/2015","11/06/2015","10/31/2017",40.73912,-73.97991,"(40.73912, -73.97991)"
1233780,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","354 MELROSE RESTAURANT INC","LA PERLA DEL ULUA RESTAURANT","354 MELROSE STREET","WILSON AVE & KNICKERBOCKER AVE","BROOKLYN","NY",11237,834819,"06/04/2010","06/01/2014","05/31/2016",40.70378024,-73.92786882,"(40.70378024, -73.92786882)"
1233784,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ASTORIA BOWL INC","","19 45 49TH STREET","19TH & 20TH AVENUES","ASTORIA","NY",11105,837089,"08/06/2010","08/01/2014","07/31/2016",40.77289134,-73.89524855,"(40.77289134, -73.89524855)"
1288310,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BERTI RESTAURANT & LOUNGE CORP","","25 SHERMAN AVE","STORE 2","NEW YORK","NY",10040,839542,"11/19/2015","11/19/2015","10/31/2017",40.86257,-73.92855,"(40.86257, -73.92855)"
1286276,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FUSION EAST LLC","","1165 ELTON ST","","BROOKLYN","NY",11239,846427,"09/09/2015","09/09/2015","08/31/2017",40.65604,-73.87366,"(40.65604, -73.87366)"
1204789,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","YOUNGS ENTERTAINMENT (USA) LTD","DC KTV","715 61ST STREET","7TH AVENUE & 8TH AVENUE","BROOKLYN","NY",11220,848239,"05/15/2009","05/01/2015","04/30/2017",40.63606533,-74.01194174,"(40.63606533, -74.01194174)"
1040380,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","MARLAS FOOD CORP","5 BURRO CAFE","72 05 AUSTIN STREET","","FOREST HILLS","NY",11375,850597,"","08/01/2015","07/31/2017",40.71932138,-73.84243042,"(40.71932138, -73.84243042)"
1233858,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DONIZETTI LLC","FIVE NAPKIN BURGER","2315 BROADWAY","","NEW YORK","NY",10024,802502,"03/05/2010","03/01/2014","02/29/2016",40.78696486,-73.97786416,"(40.78696486, -73.97786416)"
1012197,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ROSANGEM REST INC","CASA PEPE RESTAURANT","112 116 BAY RIDGE AVENUE","","BROOKLYN","NY",11220,834150,"","03/01/2014","02/29/2016",40.63744589,-74.03174349,"(40.63744589, -74.03174349)"
1136556,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","HOST INTERNATIONAL INC","SAMMY'S BEACH BAR & GRILL","JFK APT  TERM 7  SPACE 1","","JAMAICA","NY",11430,842467,"01/21/2003","01/01/2015","12/31/2016",40.65394477,-73.79089912,"(40.65394477, -73.79089912)"
1277038,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GL HOSPITALITY GROUP LLC","TIMMY'S NEAPOLITAN PIZZERIA","338 3RD AVE","","NEW YORK","NY",10016,831032,"01/08/2015","01/08/2015","12/31/2016",40.74011,-73.98226,"(40.74011, -73.98226)"
1283994,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WINDY POINT EAST II LLC","HOUSEMAN","508 GREENWICH ST","","NEW YORK","NY",10013,831893,"06/19/2015","06/19/2015","05/31/2017",40.72571,-74.0094,"(40.72571, -74.0094)"
1040384,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","OHANLON BROTHERS CORP","","118 12 QUEENS BLVD","","KEW GARDENS","NY",11375,849963,"","07/01/2015","06/30/2017",40.71486032,-73.83234433,"(40.71486032, -73.83234433)"
1234058,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BREAD & BUTTER DEVELOPMENT GROUP LLC","WATTY AND MEG","248 COURT STREET","KANE ST & BALTIC ST","BROOKLYN","NY",11201,856268,"12/18/2009","12/01/2015","11/30/2017",40.68548047,-73.99447116,"(40.68548047, -73.99447116)"
1012198,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","SOTIRIOS PLANZOS","GEORGES RESTAURANT","5701 5TH AVENUE","","BROOKLYN","NY",112203815,847125,"","08/01/2015","07/31/2017",40.6411265,-74.01436312,"(40.6411265, -74.01436312)"
1277046,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","OUR WICKED LADY LLC","OUR WICKED LADY","153 MORGAN AVE","","BROOKLYN","NY",11237,831865,"06/15/2015","06/15/2015","05/31/2017",40.70935,-73.93333,"(40.70935, -73.93333)"
1156405,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","575 PUB ON SECOND INC","ALBION","575 2ND AVENUE","EAST 31ST & E 32ND STREETS","NEW YORK","NY",10016,842947,"01/28/2005","01/01/2015","12/31/2016",40.74324892,-73.97705963,"(40.74324892, -73.97705963)"
1136752,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","68 JAY STREET BAR LLC","","68 JAY STREET","FRONT & WATER STREETS","BROOKLYN","NY",11201,851278,"09/18/2003","09/01/2015","08/31/2017",40.70276306,-73.98674066,"(40.70276306, -73.98674066)"
1040392,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","PORTOVINO RESTAURANT INC","PORTOFINO RESTAURANT","109 32 ASCAN AVENUE","","FOREST HILLS","NY",11375,850281,"08/13/2003","07/01/2015","06/30/2017",40.71868539,-73.84025874,"(40.71868539, -73.84025874)"
1136787,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","MURTOSA & VEIROS INC","SANGRIA TAPAS BAR & RESTAURANT","95 41 SUTPHIN BLVD","","JAMAICA","NY",11435,848429,"04/02/2003","04/01/2015","03/31/2017",40.69817804,-73.80625658,"(40.69817804, -73.80625658)"
1288486,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MILE 17 NYC LLC","MILE 17","1446 1ST AVE","","NEW YORK","NY",10021,832463,"11/04/2015","11/04/2015","10/31/2017",40.76978,-73.95419,"(40.76978, -73.95419)"
1136793,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","AMERICAN CURRY CUISINE INC","LEGEND COOKHOUSE","13511 ROCKAWAY BLVD","","SOUTH OZONE PARK","NY",11420,854978,"11/26/2003","11/01/2015","10/31/2017",40.67452045,-73.80270581,"(40.67452045, -73.80270581)"
1040409,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","13 STATION SQUARE INC","LUCIENS","13 STATION SQUARE","","FOREST HILLS","NY",11375,846102,"06/17/2015","06/01/2015","05/31/2017",40.719214,-73.84530506,"(40.719214, -73.84530506)"
1234324,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","MIKE'S UNICORN DINER INC","MIKE'S UNICORN DINER","2944 VICTORY BLVD","VICTORY BLVD & SAYBROOK ST","STATEN ISLAND","NY",10314,834473,"03/12/2010","03/01/2014","02/29/2016",40.60734986,-74.16031448,"(40.60734986, -74.16031448)"
1288690,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","282 BRIGHTON INTERNATIONAL SERVICES LLC","GUEST HOUSE RESTAURANT","282 BRIGHTON BEACH AVE","","BROOKLYN","NY",11235,839595,"12/03/2015","12/03/2015","11/30/2017",40.57677,-73.96457,"(40.57677, -73.96457)"
1253755,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","HOMBRES LOUNGE INC","","85 28 37TH AVE","","JACKSON HGTS","NY",11372,850391,"07/29/2011","07/01/2015","06/30/2017",40.750012,-73.88123657,"(40.750012, -73.88123657)"
1040435,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","FINEA ENTERPRISES INC","STARTING GATE TAVERN","59 10 WOODSIDE AVENUE","","WOODSIDE","NY",11377,842668,"","01/01/2015","12/31/2016",40.74531104,-73.90544159,"(40.74531104, -73.90544159)"
1155120,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","45TH ST HOSPITALITY PARTNERS LLC","BOND 45","154 WEST 45TH ST","45TH & 46TH STREETS","NEW YORK","NY",10036,842449,"11/30/2006","12/01/2014","11/30/2016",40.75799415,-73.98581299,"(40.75799415, -73.98581299)"
1040457,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ONEILLS OF SUNNY HILL LTD","THE COPPER KETTLE","50 24 SKILLMAN AVENUE","","WOODSIDE","NY",11377,851037,"","08/01/2015","07/31/2017",40.7460639,-73.91406271,"(40.7460639, -73.91406271)"
1253509,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PENMANSHIP LLC","JEFFREYS","172 WAVERLY PLACE","","NEW YORK","NY",10014,849186,"06/08/2011","05/01/2015","04/30/2017",40.73400578,-74.00132222,"(40.73400578, -74.00132222)"
1137035,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","MATTEOS OF HOWARD BEACH INC","MATTEOS OF HOWARD BEACH","92 10 SHORE PKWY AKA 155 10 CR","SHORE PKWY & 155TH AVENUE","HOWARD BEACH","NY",11414,848441,"04/01/2003","04/01/2015","03/31/2017",40.66721665,-73.84209096,"(40.66721665, -73.84209096)"
1114257,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","SATURNIA INC","ISLA VERDE CAFE","1859 61 WESTCHESTER AVE","LELAND & THIERIOT AVENUES","BRONX","NY",10472,845189,"03/29/2001","03/01/2015","02/28/2017",40.83345662,-73.86043094,"(40.83345662, -73.86043094)"
1204742,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","JOHN BROWN","INFINITY BAR AND LOUNGE","3848 WHITE PLAINS ROAD","","BRONX","NY",10467,844886,"03/31/2009","03/01/2015","02/28/2017",40.88498963,-73.86204624,"(40.88498963, -73.86204624)"
1040482,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","5020 LONGFORD INC","MAGUIRE'S PUBLIC HOUSE","54 20 22 ROOSEVELT AVE","","WOODSIDE","NY",11377,846568,"","05/01/2015","04/30/2017",40.74473848,-73.9103093,"(40.74473848, -73.9103093)"
1040501,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","CAHILL ENTERPRISES INC","GLEN PATRICK PUB","5373 65TH PL","","MASPETH","NY",11378,802609,"","03/01/2014","02/29/2016",40.72974553,-73.90021095,"(40.72974553, -73.90021095)"
1277013,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MEATBALL SHOP LLC, THE","","84 STANTON ST","","NEW YORK","NY",10002,810784,"04/24/2014","04/24/2014","03/31/2016",40.72156,-73.98866,"(40.72156, -73.98866)"
1223542,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","E D H DIAZ RESTAURANT LLC","CANCUN MEXICAN RESTAURANT","937 8TH AVE","56 AND 57 ST","NEW YORK","NY",10019,856419,"12/29/2009","12/01/2015","11/30/2017",40.7656536,-73.98362861,"(40.7656536, -73.98362861)"
1040511,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","RICHIES PUB INC","RICHIES PUB","69 47 GRAND AVE","","MASPETH","NY",11378,843509,"","03/01/2015","02/28/2017",40.72679958,-73.89401082,"(40.72679958, -73.89401082)"
1012223,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BARBARA CHROSTOWSKI","SPORTS BAR POLONIA OF NY","627 631 MANHATTAN AVE","","BROOKLYN","NY",11222,804352,"","04/08/2014","03/31/2016",40.72386369,-73.95091361,"(40.72386369, -73.95091361)"
1144848,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","HIBISCUS RESTAURANT & BAR INC, THE","","124 18 101ST AVE","124TH & 125TH  STREETS","RICHMOND HILL","NY",11419,836230,"08/10/2004","08/01/2014","07/31/2016",40.69113447,-73.82162866,"(40.69113447, -73.82162866)"
1040516,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","T J'S SPORTS BAR INC","","60 54 FRESH POND ROAD","","MASPETH","NY",11378,844796,"03/05/1999","03/01/2015","02/28/2017",40.71551989,-73.90150067,"(40.71551989, -73.90150067)"
1137336,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CMSG RESTAURANT GROUP LLC","LARRY FLYNTS HUSTLER CLUB","639 641 W 51ST STREET","11TH & 12TH AVENUES","NEW YORK","NY",10019,855654,"02/19/2004","02/01/2016","01/31/2018",40.76692294,-73.9950137,"(40.76692294, -73.9950137)"
1270101,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","A HALIBUT INC","CONTRA","138 ORCHARD ST","","NEW YORK","NY",10002,847252,"08/23/2013","08/01/2015","07/31/2017",40.7200739,-73.98922265,"(40.7200739, -73.98922265)"
1277014,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ROPONY CORP","CAFE PRAGUE","2 W 19TH ST","","NEW YORK","NY",10011,810755,"04/17/2014","04/17/2014","03/31/2016",40.73903,-73.99141,"(40.73903, -73.99141)"
1012225,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CALL BOX LOUNGE INC","","148 KINGSLAND AVENUE","","BROOKLYN","NY",11222,846766,"","06/01/2015","05/31/2017",40.72159405,-73.94090962,"(40.72159405, -73.94090962)"
1137369,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","GABRIELLA CABANA LTD","","86 07 NORTHERN BLVD","86TH STREET & 87TH STREET","JACKSON HEIGHTS","NY",11372,849981,"08/04/2003","08/01/2015","07/31/2017",40.75606371,-73.88159158,"(40.75606371, -73.88159158)"
1289089,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CHILL CORP","CHILL BAR & HOOKAH LOUNGE","7810 5TH AVE","","BROOKLYN","NY",11209,832495,"11/10/2015","11/10/2015","10/31/2017",40.62704,-74.02381,"(40.62704, -74.02381)"
1277020,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BROOKLYN WELL LLC","THE WELL","272 MESEROLE ST","260-272 MESEROLE ST EAST STORE","BROOKLYN","NY",11206,830760,"11/13/2014","11/13/2014","10/31/2016",40.70855,-73.93761,"(40.70855, -73.93761)"
1235333,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","334 340 HOTEL MANAGEMENT LLC","STAYBRIDGE SUITES TIMES SQUARE NEW YORK","334 340 W 40TH STREET","8TH AVENUE AND 9TH AVENUE","NEW YORK","NY",10018,803081,"03/30/2010","03/01/2014","02/29/2016",40.75638432,-73.9919214,"(40.75638432, -73.9919214)"
1040589,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","217 LINDEN REST CORP","THE PROPER CAFE","217 01 03 LINDEN BLVD","","CAMBRIA HEIGHTS","NY",11411,856019,"12/14/2001","11/10/2015","10/31/2017",40.65220517,-73.95899817,"(40.65220517, -73.95899817)"
1286209,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PIA RESTAURANT CORP","VATAN","409 3RD AVE","","NEW YORK","NY",10016,831994,"07/15/2015","07/15/2015","06/30/2017",40.74229,-73.98021,"(40.74229, -73.98021)"
1040596,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","TWIN POND BAKERY & SNACK INC","UPPER DECK LOUNGE","234 04 MERRICK BLVD","","LAURELTON","NY",11413,810950,"05/02/1997","05/27/2014","04/30/2016",40.67439201,-73.73609528,"(40.67439201, -73.73609528)"
1027426,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ALTA JOLI RESTAURANT INC","EL REY DE LA CARIDAIS RET","973 AMSTERDAM AVENUE","","NEW YORK","NY",10025,849868,"06/05/1996","06/03/2015","05/31/2017",40.80149872,-73.96485122,"(40.80149872, -73.96485122)"
1137577,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","N Y OXYGEN RESTAURANT & BAR LOUNGE CORP","","24A AVENUE C","EAST 2ND & 3RD STREETS","NEW YORK","NY",10009,836922,"09/28/2006","09/01/2014","08/31/2016",40.72138092,-73.98072135,"(40.72138092, -73.98072135)"
1245048,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","103 GW 12 LLC","MONUMENT LANE","103 GREENWICH AVENUE","","NEW YORK","NY",10014,847873,"04/15/2011","04/01/2015","03/31/2017",40.73774188,-74.00188015,"(40.73774188, -74.00188015)"
1245106,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BLT GRILL NYC LLC","","123 WASHINGTON ST (RESTAURANT)","","NEW YORK","NY",10006,836956,"08/18/2010","08/01/2014","07/31/2016",40.70907425,-74.01398015,"(40.70907425, -74.01398015)"
1235614,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","RINCONSITO INVERTENO CORP","","145 CENTRAL AVE","SUYDAM ST & WILLOUGHBY AVE","BROOKLYN","NY",11221,803497,"04/07/2010","04/01/2014","03/31/2016",40.69947262,-73.92748415,"(40.69947262, -73.92748415)"
1289221,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","1920 RICHMOND BAR INC","PADDY'S OF PARK SLOPE","273 13TH ST","","BROOKLYN","NY",11215,839548,"11/20/2015","11/20/2015","10/31/2017",40.66667,-73.98786,"(40.66667, -73.98786)"
1137589,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","LA MONEDA RESTAURANT INC","","1690 JEROME AVE","CLIFFORD PL & 174TH ST","BRONX","NY",10453,845276,"03/24/2003","03/02/2015","02/28/2017",40.84638819,-73.91312817,"(40.84638819, -73.91312817)"
1040624,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","FORGE DINER INC","PASTA LOVERS TRATTORIA","124 18 QUEENS BLVD","","KEW GARDENS","NY",11415,849884,"","06/04/2015","02/28/2017",40.71262279,-73.82736714,"(40.71262279, -73.82736714)"
1289244,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","SUPER POLLO REST INC","SUPER POLO","865 WOODWARD AVE","","RIDGEWOOD","NY",11385,839501,"11/12/2015","11/12/2015","10/31/2017",40.70282,-73.90195,"(40.70282, -73.90195)"
1253553,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","CANTINA MEXICANA INC","","140 NEW DORP LN","","STATEN ISLAND","NY",10306,846845,"06/09/2011","06/01/2015","05/31/2017",40.57370214,-74.11594098,"(40.57370214, -74.11594098)"
1235757,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MAB BAR INC","TOOL BOX","1742 2ND AVE","90TH ST & 91ST ST","NEW YORK","NY",10128,855739,"01/26/2010","01/01/2016","12/31/2017",40.78085162,-73.94953537,"(40.78085162, -73.94953537)"
1245069,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","QUATTRO MATTI RISTORANTE INC","GERBASIS RISTORANTE","2389 ARTHUR AVENUE","","BRONX","NY",10458,842888,"12/08/2010","12/22/2014","11/30/2016",40.85536495,-73.88781777,"(40.85536495, -73.88781777)"
1153518,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","TROPICAL BAR RESTAURANT CORP","TROPICAL BAR RESTAURANT","64 E 183RD ST","WALTON  & MORRIS","BRONX","NY",10453,834919,"09/22/2006","06/01/2014","05/31/2016",40.85824684,-73.90251874,"(40.85824684, -73.90251874)"
1188072,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","89 CONSELYEA REALTY INC","DESTEFANO'S DEE BROOKLYN STEAKHOUSE","89 CONSELYEA STREET","LEONARD AND CONSELYEA","BROOKLYN","NY",11211,849685,"06/08/2007","06/01/2015","05/31/2017",40.71497956,-73.94763002,"(40.71497956, -73.94763002)"
1137750,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CELLA RESTAURANT CORP","","257 AVENUE U","VAN SICKLEN & LAKE STREET","BROOKLYN","NY",11223,849012,"05/01/2003","05/01/2015","04/30/2017",40.59688891,-73.97454584,"(40.59688891, -73.97454584)"
1253507,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WREN NEW YORK LLC, THE","THE WREN","344 BOWERY","","NEW YORK","NY",10012,855453,"12/07/2011","12/01/2015","11/30/2017",40.72630314,-73.99195718,"(40.72630314, -73.99195718)"
1040645,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BRIANA & ROSSI REST&LOUNGE INC","COOKIES LOUNGE & RESTURANT","132 08 CROSS BAY BLVD","","OZONE PARK","NY",11417,844728,"","03/01/2015","02/28/2017",40.67657436,-73.84387677,"(40.67657436, -73.84387677)"
1236100,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PRINCE SULLIVAN LLC","THE DUTCH","131 SULLIVAN STREET","PRINCE & SULLIVAN","NEW YORK","NY",10012,847690,"04/14/2011","04/01/2015","03/31/2017",40.72634819,-74.00235445,"(40.72634819, -74.00235445)"
1283972,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","AYADA THAI INC","","77-08 WOODSIDE AVE","","ELMHURST","NY",11373,831799,"06/02/2015","06/02/2015","05/31/2017",40.74334,-73.88759,"(40.74334, -73.88759)"
